Date,Text,Media URLs
2026/08/29 08:00,"21 designs. Word or PDF. One that actually gets past the ATS.

Your beautifully designed PDF might be the reason a recruiter never reads you, the software can't parse it. The CV Rewrite app gives you clean, ATS-friendly designs and the content tuned to the advert.

From £5 for four CVs. No subscription.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-08-29_LinkedIn_CV-Rewrite.png
2026/08/30 08:00,"Knowledge shouldn't cost a thing.

The field guides, dispatches and the Loudspeaker are free and always will be. If you want to do it yourself, everything you need is on the site.

And if you'd rather have it done, CV rewritten to the role, interview prepped properly, two tools, coffee money. That's the whole offer.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-30_LinkedIn_Cross-sell.png
2026/08/31 08:00,"Gap analysis, the part most prep skips.

Every Interview Prep Report tells you honestly where you're strong, where there's a real gap for this role, and a credible way to address it in the room. No pretending. No bluffing.

Because the interviewer already knows where the gaps are. Better you do too.

£15 a report. No subscription.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-31_LinkedIn_Interview-Prep.png
2026/09/01 08:00,"Four tailored CVs for £5. About what you'd pay for a coffee.

Not four copies of the same document, four versions, each tuned to a specific advert, in your own words, honesty-checked. Apply for the two roles that matter and do them properly.

No subscription. Word or PDF. 21 designs.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-01_LinkedIn_CV-Rewrite.png
2026/09/02 08:00,"The honest version of AI in your job hunt:

Don't let it write your CV or your answers from scratch, recruiters clock it instantly. Do let it do the grunt work: tailoring your real experience to the advert, researching the company, tidying your stories into STAR shape.

That's the line both our tools are built on. CV Rewrite from £5. Prep Report from £15.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-02_LinkedIn_Cross-sell.png
2026/09/03 08:00,"Walk in ready.

Paste your CV and the job description, answer a handful of questions, by voice or text, and get back a proper, personalised prep report. Real research on the company, a tailored pitch, sharp questions, the works.

Not a template with your name swapped in. £15 a report.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-03_LinkedIn_Interview-Prep.png
2026/09/04 08:00,"The five-second test: hand your CV to someone and give them five seconds. Can they tell what role you're right for?

If not, it's not tailored enough. The CV Rewrite app fixes that, rewrites your CV to the exact advert so the fit is obvious in the first glance.

From £5 for four CVs. Honesty-checked, your voice.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-04_LinkedIn_CV-Rewrite.png
2026/09/05 08:00,"One week from 'I need a job' to 'I got the job' is possible. It happened to me.

The trick wasn't applying to more roles. It was doing two of them properly: a CV rewritten to fit, and an interview I'd actually prepared for.

Both tools live here now, for coffee money. CV Rewrite £5. Prep Report £15.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-05_LinkedIn_Cross-sell.png
2026/09/06 08:00,"What real company research looks like: not 'they're a leading provider of solutions.'

Size, structure, culture, leadership, trajectory, competitors. Recent news and press. Employee sentiment from Glassdoor, Google and Indeed. What's putting pressure on the sector right now. All sourced and linked.

That's in every Interview Prep Report. £15 a report. No subscription.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-06_LinkedIn_Interview-Prep.png
2026/09/07 08:00,"Responsibilities tell them what your job was. Achievements tell them what you did with it.

The CV Rewrite app turns 'responsible for managing X' into the actual result, pulled from your real experience, honesty-checked, tuned to the advert.

One line per point. No filler. From £5 for four CVs.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-07_LinkedIn_CV-Rewrite.png
2026/09/08 08:00,"Everything free on The Com'mon People is genuinely free. No email wall, no trial that bills you, no premium tier hiding the good stuff.

The only paid things are the two tools that do the work for you: rewrite your CV to the role (£5), prep your interview properly (£15).

Learn it or have it done. Both are fair prices.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-08_LinkedIn_Cross-sell.png
2026/09/09 08:00,"Add a real person if you want one.

Every Interview Prep Report is built by the same people who write the free guides. Want a human on it too? Add a 30-minute coaching call afterwards for £45 and talk it through.

Report £15. Coaching optional.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-09_LinkedIn_Interview-Prep.png
2026/09/10 08:00,"Career break? Industry change? A gap that feels bigger to you than it does to anyone reading it?

The CV Rewrite app handles transitions honestly, leads with what's relevant to the advert, frames the change as a direction rather than a hole. Never lies. Just orders your real story well.

From £5 for four CVs.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-10_LinkedIn_CV-Rewrite.png
2026/09/11 08:00,"One month in. Thanks to everyone who's rewritten a CV or run a prep report so far, the messages back have been the best part.

If you've been meaning to try it: CV Rewrite is £5 for four tailored CVs, and the Interview Prep Report is £15 a report. The guides stay free, always.

Whatever you're up against next, we built these for it.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-11_LinkedIn_Cross-sell.png
